ID,ErpOrderId,OriginOrderId,OriginSystemCode,ConfirmedByUserId,CustomerLocationId,SalesPersonId,State,ErpState,MarketplaceId,MarketplaceDistributorId,OrderDate,DeliveryDate,ErpLastModified,TotalGrossPrice,TotalDiscountPercentage ($),TotalTaxes,TotalFinalPrice,OrderLevelTaxesJson,PaymentMethodId,Observations,ExtraData,CreatedDate,ModifiedDate,Deleted,DeletedDate,DeletedUser,AppliedCoupons
64419,195085,195085,CB PHARMEXX,,87917,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"132,978.68",0.00,0,"111,939.01",[],,11642 Salvatori,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64420,195084,195084,CB PHARMEXX,,88699,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"861,618.68",0.00,0,"687,087.39",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64421,195083,195083,CB PHARMEXX,,100330,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"629,252.81",0.00,0,"521,659.72",[],,Lope de Vega 3520 CABA,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64422,195082,195082,CB PHARMEXX,,88364,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"53,497.62",0.00,0,"45,472.98",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64423,195081,195081,CB PHARMEXX,,83101,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"514,280.7",0.00,0,"441,825.24",[],,Julio,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64424,195080,195080,CB PHARMEXX,,87858,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"243,182.02",0.00,0,"181,212.92",[],,....,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64425,195079,195079,CB PHARMEXX,,90143,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"195,937.64",0.00,0,"170,620.42",[],,...,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64426,195078,195078,CB PHARMEXX,,100330,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"994,605.05",0.00,0,"820,997.29",[],,Federico Lacroze 4122 CABA,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64427,195077,195077,CB PHARMEXX,,87522,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"75,537.32",0.00,0,"62,625.77",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64428,195076,195076,CB PHARMEXX,,88644,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"105,855.93",0.00,0,"102,079.6",[],,Julio,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64429,195075,195075,CB PHARMEXX,,89588,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"29,358.84",0.00,0,"22,019.14",[],,...,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64430,195074,195074,CB PHARMEXX,,89585,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"67,643.28",0.00,0,"54,114.62",[],,....,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64431,195073,195073,CB PHARMEXX,,90309,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"2,082,968.31",0.00,0,"1,570,494.12",[],,Anika Cabildo Suizo,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64432,195072,195072,CB PHARMEXX,,83228,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"272,235.96",0.00,0,"215,498.53",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64433,195071,195071,CB PHARMEXX,,88181,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"2,831,049.99",0.00,0,"2,293,456.5",[],,Anika 2317 Suizo,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64434,195070,195070,CB PHARMEXX,,100529,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"11,132.02",0.00,0,"10,343.49",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64435,195069,195069,CB PHARMEXX,,86435,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"17,884.44",0.00,0,"14,999.96",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64436,195068,195068,CB PHARMEXX,,90111,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"3,076,054.68",0.00,0,"2,423,638.76",[],,Anika 1669 Suizo,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64437,195067,195067,CB PHARMEXX,,100516,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"8,202.33",0.00,0,"5,932.24",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64438,195066,195066,CB PHARMEXX,,90114,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"2,743,691.01",0.00,0,"2,179,127.91",[],,Anika 2711 Suizo,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64439,195065,195065,CB PHARMEXX,,84112,,FINALIZADO,IMPORTED,1,12,"July 25, 2025, 12:00 AM",,,"144,961.02",0.00,0,"103,838.32",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64440,195064,195064,CB PHARMEXX,,88487,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"12,556.12",0.00,0,"12,556.12",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64441,195063,195063,CB PHARMEXX,,88492,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"25,275.18",0.00,0,"19,520.08",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64442,195062,195062,CB PHARMEXX,,89910,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"1,298,613",0.00,0,"990,013.1",[],,"Entregar en Av. Rigolleau (14) N° 3707 UF 22, Berazategui",,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64443,195061,195061,CB PHARMEXX,,88128,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"22,655.7",0.00,0,"14,726.2",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64444,195060,195060,CB PHARMEXX,,90112,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"4,200,215.09",0.00,0,"3,329,161.64",[],,0,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64445,195059,195059,CB PHARMEXX,,82312,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"117,104.52",0.00,0,"70,388.06",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64446,195058,195058,CB PHARMEXX,,83751,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"26,634.85",0.00,0,"21,001.4",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64447,195057,195057,CB PHARMEXX,,85067,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"399,577",0.00,0,"270,180.57",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64448,195056,195056,CB PHARMEXX,,82649,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"21,380.88",0.00,0,"14,966.62",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64449,195055,195055,CB PHARMEXX,,82649,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"11,741.31",0.00,0,"9,393.05",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64450,195054,195054,CB PHARMEXX,,87274,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"48,931.4",0.00,0,"36,698.55",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64451,195053,195053,CB PHARMEXX,,88180,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"3,987,721.68",0.00,0,"3,127,300.16",[],,0,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64452,195052,195052,CB PHARMEXX,,89992,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"155,756.86",0.00,0,"129,791.61",[],,A,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64453,195051,195051,CB PHARMEXX,,87963,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"13,394.9",0.00,0,"13,394.9",[],,Julio,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64454,195050,195050,CB PHARMEXX,,88510,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"169,462.52",0.00,0,"124,925.16",[],,GUCCI 2,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64455,195049,195049,CB PHARMEXX,,89586,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"148,785",0.00,0,"148,785",[],,....,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64456,195048,195048,CB PHARMEXX,,84304,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"399,268.08",0.00,0,"372,177.94",[],,Pedido,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64457,195047,195047,CB PHARMEXX,,86636,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"68,369.28",0.00,0,"51,573.65",[],,IGLESIAS,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64458,195046,195046,CB PHARMEXX,,83813,,FINALIZADO,IMPORTED,1,21,"July 25, 2025, 12:00 AM",,,"67,988.37",0.00,0,"51,631.13",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64459,195045,195045,CB PHARMEXX,,82988,,FINALIZADO,IMPORTED,1,18,"July 25, 2025, 12:00 AM",,,"79,377.05",0.00,0,"64,739.5",[],,A,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64460,195044,195044,CB PHARMEXX,,88407,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"73,293.96",0.00,0,"59,362.41",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64461,195043,195043,CB PHARMEXX,,82082,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"95,961.42",0.00,0,"77,271.93",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64462,195041,195041,CB PHARMEXX,,89687,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"496,530.58",0.00,0,"364,131.87",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64463,195040,195040,CB PHARMEXX,,82528,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"28,441.84",0.00,0,"23,211.56",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64464,195039,195039,CB PHARMEXX,,84516,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"117,826",0.00,0,"83,547.25",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64465,195038,195038,CB PHARMEXX,,82562,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"7,624.42",0.00,0,"5,718.32",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64466,195037,195037,CB PHARMEXX,,83060,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"56,909.88",0.00,0,"36,991.41",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64467,195036,195036,CB PHARMEXX,,87425,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"112,283.16",0.00,0,"86,968.28",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64468,195035,195035,CB PHARMEXX,,85283,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"441,599.3",0.00,0,"351,750.34",[],,Añon,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64469,195034,195034,CB PHARMEXX,,88647,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"9,100.74",0.00,0,"7,735.63",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64470,195033,195033,CB PHARMEXX,,100260,,FINALIZADO,IMPORTED,1,44,"July 25, 2025, 12:00 AM",,,"282,141.3",0.00,0,"198,776.22",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64471,195032,195032,CB PHARMEXX,,87147,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"27,595.71",0.00,0,"19,317",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64472,195031,195031,CB PHARMEXX,,82542,,FINALIZADO,IMPORTED,1,44,"July 25, 2025, 12:00 AM",,,"1,021,087.08",0.00,0,"974,622.22",[],,Topacio 491,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64473,195030,195030,CB PHARMEXX,,86520,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"42,761.76",0.00,0,"32,071.32",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64474,195029,195029,CB PHARMEXX,,82773,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"16,020,486.9",0.00,0,"12,477,209.01",[],,0,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64475,195028,195028,CB PHARMEXX,,86520,,FINALIZADO,IMPORTED,1,10,"July 25, 2025, 12:00 AM",,,"12,369.4",0.00,0,"9,400.75",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64476,195027,195027,CB PHARMEXX,,90263,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"118,861.56",0.00,0,"85,529.18",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64477,195026,195026,CB PHARMEXX,,87347,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"232,445.66",0.00,0,"165,655.17",[],,Julio,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64478,195025,195025,CB PHARMEXX,,83934,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"212,006.62",0.00,0,"171,405.9",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64479,195024,195024,CB PHARMEXX,,82936,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"102,432.36",0.00,0,"77,669.71",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64480,195023,195023,CB PHARMEXX,,90078,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"564,315.02",0.00,0,"390,838.37",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64481,195022,195022,CB PHARMEXX,,90593,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"57,900.27",0.00,0,"48,433.63",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64482,195021,195021,CB PHARMEXX,,88055,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"42,761.76",0.00,0,"32,071.32",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64483,195020,195020,CB PHARMEXX,,90264,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"124,357.11",0.00,0,"94,900.25",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64484,195019,195019,CB PHARMEXX,,84656,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"45,266.31",0.00,0,"36,356.92",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64485,195018,195018,CB PHARMEXX,,88055,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"50,316.82",0.00,0,"48,041.8",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64486,195017,195017,CB PHARMEXX,,90144,,FINALIZADO,IMPORTED,1,22,"July 25, 2025, 12:00 AM",,,"4,848,019.8",0.00,0,"3,960,104.13",[],,0,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64487,195016,195016,CB PHARMEXX,,88345,,FINALIZADO,IMPORTED,1,25,"July 25, 2025, 12:00 AM",,,"7,436,725.33",0.00,0,"7,436,725.33",[],,0,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64488,195015,195015,CB PHARMEXX,,82936,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"210,558.94",0.00,0,"173,146.02",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64489,195014,195014,CB PHARMEXX,,83245,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"254,285.57",0.00,0,"215,270.66",[],,Farmaser sud,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64490,195013,195013,CB PHARMEXX,,83060,,FINALIZADO,IMPORTED,1,11,"July 25, 2025, 12:00 AM",,,"80,958.5",0.00,0,"52,011.47",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64491,195012,195012,CB PHARMEXX,,83724,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"10,287.81",0.00,0,"8,230.25",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64492,195011,195011,CB PHARMEXX,,84671,,FINALIZADO,IMPORTED,1,18,"July 25, 2025, 12:00 AM",,,"8,391.84",0.00,0,"5,874.29",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64493,195010,195010,CB PHARMEXX,,88018,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"276,969.82",0.00,0,"250,396.04",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64494,195009,195009,CB PHARMEXX,,81867,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"72,084.84",0.00,0,"53,182.92",[],,MKT VILA,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64495,195008,195008,CB PHARMEXX,,81867,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"1,086,788.89",0.00,0,"831,655.8",[],,MKT VILA,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64496,195007,195007,CB PHARMEXX,,88472,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"34,400.82",0.00,0,"22,700.9",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64497,195006,195006,CB PHARMEXX,,83082,,FINALIZADO,IMPORTED,1,18,"July 25, 2025, 12:00 AM",,,"624,997.33",0.00,0,"470,524.97",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64498,195005,195005,CB PHARMEXX,,100664,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"2,182,248.84",0.00,0,"1,614,522.06",[],,Fiol,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64499,195004,195004,CB PHARMEXX,,90475,,FINALIZADO,IMPORTED,1,24,"July 25, 2025, 12:00 AM",,,"234,109.98",0.00,0,"167,706.17",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64500,195003,195003,CB PHARMEXX,,86791,,FINALIZADO,IMPORTED,1,9,"July 25, 2025, 12:00 AM",,,"495,657.24",0.00,0,"371,621.68",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64501,195002,195002,CB PHARMEXX,,85467,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"36,991.52",0.00,0,"29,438.86",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64502,195001,195001,CB PHARMEXX,,88483,,FINALIZADO,IMPORTED,1,45,"July 25, 2025, 12:00 AM",,,"36,794.28",0.00,0,"25,756",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64503,195000,195000,CB PHARMEXX,,100551,,FINALIZADO,IMPORTED,1,36,"July 25, 2025, 12:00 AM",,,"21,380.88",0.00,0,"16,035.66",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64504,194999,194999,CB PHARMEXX,,83522,,FINALIZADO,IMPORTED,1,44,"July 25, 2025, 12:00 AM",,,"956,294.88",0.00,0,"642,089.68",[],,,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64505,194998,194998,CB PHARMEXX,,89769,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"123,720.06",0.00,0,"90,584.13",[],,..,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64506,194997,194997,CB PHARMEXX,,89086,,FINALIZADO,IMPORTED,1,11,"July 24, 2025, 12:00 AM",,,"102,553.92",0.00,0,"71,945.24",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64507,194996,194996,CB PHARMEXX,,89904,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"1,851,345.46",0.00,0,"1,408,479.94",[],,..,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64508,194995,194995,CB PHARMEXX,,89373,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"204,860.28",0.00,0,"181,144.54",[],,..,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64509,194994,194994,CB PHARMEXX,,89529,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"11,951.13",0.00,0,"11,951.13",[],,..,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64510,194993,194993,CB PHARMEXX,,90555,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"5,559.93",0.00,0,"5,559.93",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
64511,194992,194992,CB PHARMEXX,,83086,,FINALIZADO,IMPORTED,1,10,"July 24, 2025, 12:00 AM",,,"7,546.86",0.00,0,"4,913.01",[],,.,,"August 5, 2025, 7:33 PM","August 5, 2025, 7:33 PM",,"January 1, +1000000000, 12:00 AM",,[]
